"","ID","HEI","Title-ES","Title-EN","Subtitle-ES","Subtitle-EN","Description-ES","Description-EN","Technical-ES","Technical-EN","Applications-ES","Applications-EN","Photo","Keywords","Contact"
"11",11,"Universidade De Aveiro","Servicio de compounding","Servicio de compounding","Mezclado y procesado de materiales termoplásticos y compuestos con control reológico.","Blending and processing of thermoplastic and composite materials with rheological control.","El servicio ofrece el mezclado, dispersión y homogeneización de polímeros termoplásticos, reciclados y compuestos funcionales mediante dos sistemas complementarios: un plastógrafo para la evaluación reológica  y un microcompounder para el procesado continuo de pequeñas cantidades. Ambos sistemas permiten procesar desde 50 g hasta varios kg (batch) a escala laboratorio y piloto, con control de temperatura, velocidad y par de torsión, con software de monitorización reológica que registra la viscosidad de fusión, el par y la tensión de cizalla. El servicio incluye la preparación del material, ajuste de parámetros y entrega de resultados en formato digital, junto con las muestras etiquetadas.","The service enables blending, dispersion, and homogenization of thermoplastic, recycled, and functional materials through two complementary systems: a plastograph for real-time rheological assessment and a microcompounder for continuous processing of small quantities. Both systems allow processing from 50 g up to several kilograms (in batch) at lab and pilot scale, with precise control of temperature, torque, and speed, integrated with rheological monitoring software that records melt viscosity, torque, and shear stress. The service includes material preparation, parameter adjustment, and result delivery in digital format, together with labelled samples (granule or filament).","Plastógrafos de laboratório (p. ej. PolyLab QC + Rheomix 600 QC, Thermo Scientific) y de escala piloto. 
Microcompounder para procesado continuo de pequeñas cantidades (p. ej. Xplore MC 15 HT). 
Control de temperatura, velocidad y par ajustables. 
Software de monitorización reológica (par, viscosidad, tensión de cizalla).","Laboratory- (e.g. Thermo Scientific PolyLab QC + Rheomix 600 QC) and pilot-scale plastographs. 
Microcompounder for continuous processing of small quantities (e.g. Xplore MC 15 HT). 
Temperature control, adjustable speed and torque. 
Rheological monitoring software (torque, viscosity, shear stress).","Producción de compuestos homogéneos y estables para procesado posterior. 
Evaluación reológica durante el mezclado o extrusión. 
Validación de procesabilidad y dispersión de aditivos. 
Control de calidad reproducible de formulaciones poliméricas.","Production of homogeneous and stable compounds for further processing. 
Rheological evaluation during mixing or extrusion. 
Validation of processability and additive dispersion. 
Reproducible quality control of polymer formulations.","https://www.dropbox.com/scl/fo/73kmz0xbdicmsuirn0stj/ACjYJqEZPThggt5K3VsVm-M?rlkey=uxxfj8yp1jmxfklfziu7ho3ie\&st=6ipts3qo\&dl=0","ES: Mezcla; Termoplásticos; Procesado   EN: Compounding; Thermoplastics; Processing","Paula Ferreira, pcferreira@ua.pt"
"12",12,"Universidad De Santiago De Chile","Asesoría en desarrollo de prototipos","Product and service prototyping advisory","Acompañamiento técnico y metodológico para prototipos funcionales","Technical and methodological support for functional prototypes","Servicio de acompañamiento para el diseño, desarrollo y validación de prototipos de productos y servicios, integrando criterios técnicos, funcionales y de experiencia de usuario","Advisory service for the design, development and validation of product and service prototypes, integrating technical, functional and user experience criteria
","Prototipado rápido; Modelado conceptual; Validación con usuarios; Iteración de diseño, metodología Lean StartUp","Rapid prototyping; Conceptual modeling; User validation; Design iteration","Emprendimientos; Innovación tecnológica; Desarrollo de nuevos productos","Entrepreneurship; Technological innovation; New product development","https://drive.google.com/drive/folders/1T0WezqH4iyPbnmSiO2pig0ruM4nfloNw?usp=sharing","Prototipado, innovación, desarrollo de productos / Prototyping, innovation, product development","lorena.delgado@usach.cl"
"13",13,"Universidad De Santiago De Chile","Modelado e impresión 3D","3D modeling and printing","Fabricación de prototipos físicos para validación temprana","Physical prototype fabrication for early validation","Servicio de diseño, modelado digital e impresión 3D de piezas y prototipos físicos, orientado a la validación funcional y formal de productos innovadores","Service for digital design, modeling and 3D printing of physical parts and prototypes aimed at functional and formal validation","Software de modelado 3D; Impresoras 3D; Prototipos físicos","3D modeling software; 3D printers; Physical prototyping","Validación de diseño; Desarrollo de productos; Innovación tecnológica","Design validation; Product development; Technological innovation","https://drive.google.com/drive/folders/1Z1v5OqAEoGccKy6aTz4R4FsfTE9RYq11?usp=sharing","Impresión 3D, prototipos, diseño / 3D printing, prototypes, design","lorena.delgado@usach.cl"
"14",14,"Universidad De Santiago De Chile","Juan Fernández Circular","Juan Fernandez Circular","Desarrollo de un sistema tecnológico integral para la gestión de residuos sólidos","Development of a comprehensive technological system for solid waste management","El proyecto busca realizar una transferencia tecnológica mediante la fabricación de productos a partir de plástico reciclado, específicamente una abrazadera y un señuelo, definidos junto a entidades del Archipiélago Juan Fernández (JF). La iniciativa pretende que la Municipalidad de Juan Fernández, en conjunto con Circulartec y el LEMAA, implemente una máquina inyectora artesanal fabricada por Reciklast, permitiendo que la comunidad produzca estos artículos de manera autónoma.

El objetivo es transformar los residuos plásticos postconsumo en productos útiles para la localidad, donde la abrazadera aporta al ámbito de la construcción y el señuelo a la pesca artesanal.","The project seeks to transfer technology by manufacturing products from recycled plastic, specifically a clamp and a lure, defined in collaboration with entities from the Juan Fernández Archipelago (JF). The initiative aims for the Municipality of Juan Fernández, in conjunction with Circulartec and LEMAA, to implement a handmade injection molding machine manufactured by Reciklast, allowing the community to produce these items independently.

The goal is to transform post-consumer plastic waste into useful products for the locality, where the clamp contributes to the construction sector and the lure to artisanal fishing.
","Proceso principal: Inyección de plástico para la fabricación de los productos diseñados (abrazadera y señuelo).

Ensayos de material: Trabajo colaborativo con el Centro de Innovación y Prototipado Avanzado (CIPA) para testear y determinar el tipo de plástico idóneo para la producción.","Main process: Plastic injection molding for the manufacture of the designed products (clamp and lure).

Material testing: Collaborative work with the Center for Innovation and Advanced Prototyping (CIPA) to test and determine the most suitable type of plastic for production.","Industria del reciclaje, investigación aplicada y educación ambiental. Es transferencia tecnológica para la comunidad de archipiélago Juan Fernández.","Recycling industry, applied research, and environmental education. This is technology transfer for the Juan Fernández archipelago community.","https://drive.google.com/drive/folders/1bvEJBrejcGLs7iRF1LYsjJdzl37rfBkC","Reciclaje / Recycling  Innovación / Innovation  Educación / Education","maria.galotto@usach.cl"
"15",15,"Universidad De Santiago De Chile","Diagnóstico de capacidad de innovación empresarial","Innovation capability diagnosis for compaines","Evaluación estratégica del estado actual de la innovación organizacional","Strategic assessment of organizational innovation maturity","Servicio orientado a diagnosticar el nivel de capacidad de innovación de empresas y organizaciones, basado en la norma ISO 56002, identificando facilitadores, barreras, brechas y oportunidades de mejora. El resultado es un plan de acción estructurado para fortalecer la innovación de manera sistemática y sostenible","Service aimed at assessing the innovation capability of companies and organizations, identifying enablers, barriers, gaps and improvement opportunities. The outcome is a structured action plan to strengthen innovation in a systematic and sustainable way","Diagnóstico en grillas de madurez en innovación; Análisis organizacional y cultural; Entrevistas y talleres participativos; Herramientas de evaluación estratégica basado en métodos multicriterio.","Innovation maturity assessment; Organizational and cultural analysis; Interviews and participatory workshops; Strategic assessment tools","Empresas públicas y privadas; Procesos de transformación organizacional; Diseño de estrategias de innovación","Public and private companies; Organizational transformation processes; Innovation strategy design","https://drive.google.com/drive/folders/1QWK8IvXkzAOOmVJtbNrhAA8XbdDVzsmz?usp=drive_link","Innovación, diagnóstico organizacional, estrategia, mejora continua / Innovation, organizational diagnosis, strategy, continuous improvement","lorena.delgado@usach.cl"
"16",16,"Universidad De Santiago De Chile","Asesoría en modelos de negocio","Business model advisory","Diseño y validación de modelos de negocio con foco en innovación","Design and validation of innovative business models","Servicio de mentoría y asesoría para el diseño, análisis y validación de modelos de negocio, utilizando herramientas como Business Model Canvas y enfoques orientados al valor y la sostenibilidad","Mentoring and advisory service for the design, analysis and validation of business models using tools such as the Business Model Canvas and value-oriented, sustainable approaches","Business Model Canvas; Mentorías especializadas; Validación de mercado","Business Model Canvas; Specialized mentoring; Market validation","Emprendimientos; Startups; Innovación empresarial","Entrepreneurship; Startups; Business innovation","https://drive.google.com/drive/folders/14dTXoe9VvYZiS91kYomezeVnHvl1Osgz?usp=sharing","Modelo de negocio, emprendimiento, innovación / Business model, entrepreneurship, innovation","lorena.delgado@usach.cl"
"17",17,"Universidad De Santiago De Chile","Gestión de innovación sostenible","Sustainable innovation management","Integración de sostenibilidad en procesos de innovación","Integrating sustainability into innovation processes","Servicio de asesoría para incorporar criterios de sostenibilidad ambiental, social y económica en la gestión de la innovación organizacional y en la gestión de proyectos de innovación","Advisory service to incorporate environmental, social and economic sustainability criteria into organizational innovation management","Enfoques de innovación sostenible; Evaluación de impacto; Análisis estratégico","Sustainable innovation frameworks; Impact assessment; Strategic analysis, Stage Gate","Empresas; Proyectos de innovación; Estrategias sostenibles","Companies; Innovation projects; Sustainable strategies","https://drive.google.com/drive/folders/16DlQNFqYphAZui3DvKhuyHKAKlCIHmnO?usp=sharing","Innovación sostenible, gestión, impacto / Sustainable innovation, management, impact","lorena.delgado@usach.cl"
"18",18,"Universidad De Santiago De Chile","Gestión organizacional y productiva","Organizational and production process management","Optimización de estructuras y procesos organizacionales","Optimization of organizational structures and processes","Servicio orientado al análisis y mejora de procesos organizacionales y productivos, promoviendo eficiencia, innovación y mejora continua","Service focused on analyzing and improving organizational and production processes, promoting efficiency, innovation and continuous improvement","Análisis de procesos; Gestión operacional; Mejora continua","Process analysis; Operational management; Continuous improvement","Empresas industriales; Optimización de procesos; Transformación organizacional","Industrial companies; Process optimization; Organizational transformation","https://drive.google.com/drive/folders/1StFNnLYJ6obgQtTEaT2zwkcKY3f4ZRtx?usp=sharing","Clave del Servicio: Gestión, procesos productivos, eficiencia / Management, production processes, efficiency","lorena.delgado@usach.cl"
"19",19,"Universidad De Santiago De Chile","Apoyo en postulación a fondos de emprendimiento","Support in applying for entrepreneurship funds","Acompañamiento estratégico en procesos de financiamiento","Strategic support in funding application processes","Servicio de apoyo para la formulación, estructuración y revisión de postulaciones a fondos públicos y privados de emprendimiento e innovación","Support service for the formulation, structuring and review of applications to public and private entrepreneurship and innovation funds","Análisis de procesos; Gestión operacional; Mejora continua, Mentoría, Talleres de apoyo a la postulación","Process analysis; Operational management; Continuous improvement","Postulación a fondos CORFO, ANID","Applications to CORFO, ANID","https://drive.google.com/drive/folders/1Q6RDxBLXwZ7etudms5-iaeqx5MxbXodO?usp=sharing","Fondos, emprendimiento, financiamiento / Funding, entrepreneurship, financing","lorena.delgado@usach.cl"
"20",20,"Universidad De Santiago De Chile","Gestión organizacional y productiva","Organizational and production process management","Optimización de estructuras y procesos organizacionales","Optimization of organizational structures and processes","Servicio orientado al análisis y mejora de procesos organizacionales y productivos, promoviendo eficiencia, innovación y mejora continua","Service focused on analyzing and improving organizational and production processes, promoting efficiency, innovation and continuous improvement","Análisis de procesos; Gestión operacional; Mejora continua","Process analysis; Operational management; Continuous improvement","Empresas industriales; Optimización de procesos; Transformación organizacional","Industrial companies; Process optimization; Organizational transformation","https://drive.google.com/drive/folders/1cN2t6-LCdUahN-QXFjEr4pPMhCKIqX4u?usp=sharing","Gestión, procesos productivos, eficiencia / Management, production processes, efficiency","lorena.delgado@usach.cl"
